Rank,Name,Net Worth,Age,Country,Source,Industry
1875.0,Ilona Herlin,$1.5 B,57.0,Finland,"elevators, escalators",Manufacturing
1876.0,Edward Kwok,$1.5 B,41.0,Hong Kong,real estate,Real Estate
1877.0,Meng Qingshan & family,$1.5 B,73.0,China,chemicals,Manufacturing
1878.0,Kevin Plank,$1.5 B,49.0,United States,Under Armour,Fashion & Retail
1879.0,Edwin Soeryadjaya,$1.5 B,72.0,Indonesia,"coal, investments",Energy
1880.0,Xu Zhenhua,$1.5 B,,China,online games,Media & Entertainment
1881.0,Antti Aarnio-Wihuri,$1.5 B,82.0,Finland,diversified,Diversified
1882.0,Ahmet Calik,$1.5 B,64.0,Turkey,"energy, banking, construction",Diversified
1883.0,Domenico Dolce,$1.5 B,63.0,Italy,luxury goods,Fashion & Retail
1884.0,Feng Yuxia,$1.5 B,57.0,China,pharmaceuticals,Healthcare
1885.0,Niranjan Hiranandani,$1.5 B,72.0,India,real estate,Real Estate
1886.0,Joe Lacob,$1.5 B,66.0,United States,Golden State Warriors,Sports
1887.0,Alan Miller & family,$1.5 B,84.0,United States,healthcare services,Healthcare
1888.0,Andreas Pohl,$1.5 B,57.0,Germany,mutual funds,Finance & Investments
1889.0,Thomas Steyer,$1.5 B,64.0,United States,hedge funds,Finance & Investments
1890.0,Xue Jiping,$1.5 B,71.0,China,cable,Telecom
1891.0,Hamdi Akin & family,$1.5 B,67.0,Turkey,diversified,Diversified
1892.0,Giuliana Caprotti,$1.5 B,81.0,Italy,supermarkets,Food & Beverage
1893.0,Marek Dospiva,$1.5 B,52.0,Czechia,investments,Finance & Investments
1894.0,Sergio Fogel,$1.5 B,58.0,Uruguay,fintech,Finance & Investments
1895.0,Drew Houston,$1.5 B,39.0,United States,cloud storage service,Technology
1896.0,Lai Jianfa,$1.5 B,52.0,China,express delivery,Logistics
1897.0,Greg Mondre,$1.5 B,47.0,United States,private equity,Finance & Investments
1898.0,"Reinfried Pohl, Jr.",$1.5 B,62.0,Germany,mutual funds,Finance & Investments
1899.0,Kevin Systrom,$1.5 B,38.0,United States,Instagram,Technology
1900.0,Yang Jian,$1.5 B,50.0,China,real estate,Real Estate
1901.0,Chirayu Amin,$1.5 B,75.0,India,pharmaceuticals,Healthcare
1902.0,Marina Caprotti,$1.5 B,44.0,Italy,supermarkets,Food & Beverage
1903.0,Fritz Draexlmaier,$1.5 B,,Germany,auto parts,Automotive
1904.0,Pedro Franceschi,$1.5 B,25.0,Brazil,fintech,Finance & Investments
1905.0,Huang Rulun,$1.5 B,70.0,China,real estate,Real Estate
1906.0,Manuel Lao Hernández,$1.5 B,77.0,Spain,casinos,Gambling & Casinos
1907.0,Massimo Moratti,$1.5 B,76.0,Italy,oil refinery,Energy
1908.0,Michael Polsky,$1.5 B,73.0,United States,Electric power,Energy
1909.0,Tang Binsen,$1.5 B,39.0,China,beverages,Food & Beverage
1910.0,Justin Yuan,$1.5 B,,China,online games,Media & Entertainment
1911.0,Joachim Ante,$1.5 B,39.0,Germany,game software,Technology
1912.0,Steve Case,$1.5 B,63.0,United States,AOL,Technology
1913.0,Henrique Dubugras,$1.5 B,26.0,Brazil,fintech,Finance & Investments
1914.0,Stefano Gabbana,$1.5 B,59.0,Italy,luxury goods,Fashion & Retail
1915.0,Matt Hulsizer,$1.5 B,52.0,United States,fintech,Finance & Investments
1916.0,Lee Joon-ho,$1.5 B,57.0,South Korea,online games,Technology
1917.0,Robert Mouawad,$1.5 B,77.0,Lebanon,fine jewelry,Service
1918.0,Qin Long,$1.5 B,56.0,China,tire,Manufacturing
1919.0,Hary Tanoesoedibjo,$1.5 B,56.0,Indonesia,"media, real estate",Media & Entertainment
1920.0,Xinghai Zhang & family,$1.5 B,59.0,China,machinery,Manufacturing
1921.0,Danna Azrieli,$1.5 B,54.0,Israel,Real estate,Real Estate
1922.0,Binod Chaudhary,$1.5 B,66.0,Nepal,diversified,Diversified
1923.0,Bulent Eczacibasi,$1.5 B,72.0,Turkey,"pharmaceuticals, diversified",Diversified
1924.0,Geng Jianming,$1.5 B,59.0,China,real estate,Real Estate
1925.0,Peter Jackson,$1.5 B,60.0,New Zealand,"movies, digital effects",Media & Entertainment
1926.0,Li Jinyang,$1.5 B,,China,mining,Metals & Mining
1927.0,Tadako Nakatani,$1.5 B,,Japan,medical diagnostic equipment,Healthcare
1928.0,Mike Repole,$1.5 B,54.0,United States,sports drink,Food & Beverage
1929.0,Wilma Tisch,$1.5 B,94.0,United States,diversified,Finance & Investments
1930.0,Zhang Yin,$1.5 B,65.0,China,paper manufacturing,Manufacturing
1931.0,Naomi Azrieli,$1.5 B,56.0,Canada,Real estate,Real Estate
1932.0,Chen Baohua,$1.5 B,60.0,China,pharmaceutical,Healthcare
1933.0,Faruk Eczacibasi,$1.5 B,67.0,Turkey,"pharmaceuticals, diversified",Diversified
1934.0,Alan Gerry,$1.5 B,93.0,United States,cable television,Media & Entertainment
1935.0,Jin Lei,$1.5 B,56.0,China,pharmaceuticals,Healthcare
1936.0,Sidney Kimmel,$1.5 B,94.0,United States,retail,Fashion & Retail
1937.0,Kentaro Ogawa,$1.5 B,73.0,Japan,restaurants,Food & Beverage
1938.0,Fernando Roig,$1.5 B,74.0,Spain,supermarkets,Fashion & Retail
1939.0,Kenny Troutt,$1.5 B,74.0,United States,telecom,Telecom
1940.0,Chengjian Zhou,$1.5 B,56.0,China,fashion retail,Fashion & Retail
1941.0,Radhe Shyam Agarwal,$1.4 B,77.0,India,consumer goods,Fashion & Retail
1942.0,Cho Jyh-jer,$1.4 B,,Taiwan,semiconductors,Technology
1943.0,"William Foley, II.",$1.4 B,77.0,United States,financial services,Finance & Investments
1944.0,Viktor Kharitonin,$1.4 B,49.0,Russia,pharmaceuticals,Healthcare
1945.0,Anatoly Lomakin,$1.4 B,69.0,Russia,investments,Metals & Mining
1946.0,Ranjan Pai,$1.4 B,49.0,India,education,Service
1947.0,Prachak Tangkaravakoon,$1.4 B,78.0,Thailand,paints,Manufacturing
1948.0,Wenbo Xiang,$1.4 B,59.0,China,manufacturing,Manufacturing
1949.0,Syed Mokhtar AlBukhary,$1.4 B,70.0,Malaysia,"engineering, automotive",Construction & Engineering
1950.0,Jim Crane,$1.4 B,68.0,United States,"logistics, baseball",Sports
1951.0,Jayme Garfinkel & family,$1.4 B,76.0,Brazil,insurance,Finance & Investments
1952.0,Kim Jun-ki,$1.4 B,77.0,South Korea,diversified,Diversified
1953.0,Jeffrey Lorberbaum,$1.4 B,67.0,United States,flooring,Manufacturing
1954.0,Antonio Percassi,$1.4 B,68.0,Italy,"real estate, diversified",Diversified
1955.0,Lina Tombolato,$1.4 B,74.0,Italy,financial services,Finance & Investments
1956.0,Swift Xie,$1.4 B,42.0,China,drones,Technology
1957.0,Nerio Alessandri,$1.4 B,60.0,Italy,gym equipment,Manufacturing
1958.0,Thierry Cruanes,$1.4 B,54.0,United States,software,Technology
1959.0,Radhe Shyam Goenka,$1.4 B,76.0,India,consumer goods,Fashion & Retail
1960.0,Kim Sang-yeol,$1.4 B,61.0,South Korea,construction,Construction & Engineering
1961.0,Gary Magness,$1.4 B,68.0,United States,"cable TV, investments",Media & Entertainment
1962.0,Mark Pincus,$1.4 B,56.0,United States,online games,Technology
1963.0,Tong Jinquan,$1.4 B,67.0,China,real estate,Real Estate
1964.0,Xu Bingzhong,$1.4 B,48.0,China,bars,Food & Beverage
1965.0,Patricia Angelini Rossi,$1.4 B,68.0,Chile,"forestry, mining",Diversified
1966.0,Benoit Dageville,$1.4 B,55.0,United States,software,Technology
1967.0,Maggie Hardy Knox,$1.4 B,56.0,United States,building materials,Service
1968.0,Christine Knauf,$1.4 B,,Germany,building materials,Manufacturing
1969.0,Zhongwu Mao,$1.4 B,59.0,China,manufacturing,Manufacturing
1970.0,Alexey Repik,$1.4 B,42.0,Russia,pharmaceuticals,Healthcare
1971.0,Luiza Helena Trajano,$1.4 B,70.0,Brazil,retail chain,Fashion & Retail
1972.0,Xu Shaochun,$1.4 B,59.0,China,software,Technology
1973.0,Tope Awotona,$1.4 B,40.0,United States,software,Technology
1974.0,Weili Dai,$1.4 B,60.0,United States,semiconductors,Technology
1975.0,Ayman Hariri,$1.4 B,43.0,Lebanon,"construction, investments",Construction & Engineering
1976.0,Karl Knauf,$1.4 B,,Germany,building materials,Manufacturing
1977.0,Ilson Mateus & family,$1.4 B,59.0,Brazil,supermarkets,Fashion & Retail
1978.0,Matthew Roszak,$1.4 B,49.0,United States,cryptocurrency,Finance & Investments
1979.0,John Van Lieshout,$1.4 B,76.0,Australia,real estate,Real Estate
1980.0,Yan Junxu,$1.4 B,52.0,China,Manufacturing,Manufacturing
1981.0,Elena Baturina,$1.4 B,59.0,Russia,"investments, real estate",Construction & Engineering
1982.0,Darwin Deason,$1.4 B,81.0,United States,software,Service
1983.0,Christoph Henkel,$1.4 B,64.0,Germany,consumer goods,Fashion & Retail
1984.0,Yogesh Kothari,$1.4 B,73.0,India,specialty chemicals,Manufacturing
1985.0,Vadim Moshkovich,$1.4 B,54.0,Russia,"agriculture, land",Food & Beverage
1986.0,Subhash Runwal,$1.4 B,78.0,India,real estate,Real Estate
1987.0,Vardis Vardinoyannis & family,$1.4 B,89.0,Greece,oil and gas,Energy
1988.0,George Yancopoulos,$1.4 B,62.0,United States,pharmaceuticals,Healthcare
1989.0,Sabrina Benetton,$1.4 B,48.0,Italy,"fashion retail, investments",Fashion & Retail
1990.0,Diego Della Valle,$1.4 B,68.0,Italy,shoes,Fashion & Retail
1991.0,Daniel Hirschfeld,$1.4 B,80.0,United States,fashion retail,Fashion & Retail
1992.0,Kurt Krieger,$1.4 B,74.0,Germany,furniture retailing,Fashion & Retail
1993.0,Jerry Moyes & family,$1.4 B,78.0,United States,transportation,Logistics
1994.0,Carlos Sanchez,$1.4 B,60.0,Brazil,generic drugs,Healthcare
1995.0,Jens von Bahr,$1.4 B,51.0,Sweden,gambling products,Gambling & Casinos
1996.0,Gavril Yushvaev,$1.4 B,64.0,Russia,"precious metals, real estate",Finance & Investments
1997.0,Thomas Bruch,$1.4 B,71.0,Germany,retail,Fashion & Retail
1998.0,Deng Yingzhong,$1.4 B,71.0,China,paper,Manufacturing
1999.0,William Hockey,$1.4 B,32.0,United States,fintech,Finance & Investments
2000.0,Mustafa Kucuk,$1.4 B,58.0,Turkey,fashion retail,Fashion & Retail
2001.0,George Alexander Muthoot,$1.4 B,66.0,India,financial services,Finance & Investments
2002.0,Martin Selig,$1.4 B,84.0,United States,real estate,Real Estate
2003.0,Wang Fuji,$1.4 B,,China,pharmaceuticals,Healthcare
2004.0,Zhuo Jun,$1.4 B,56.0,Hong Kong,printed circuit boards,Manufacturing
2005.0,Marina Budiman,$1.4 B,60.0,Indonesia,data centers,Technology
2006.0,Ding Shui Po,$1.4 B,51.0,China,"sneakers, sportswear",Fashion & Retail
2007.0,Huang Guanlin,$1.4 B,57.0,China,"textiles, apparel",Fashion & Retail
2008.0,Sebastian Kulczyk,$1.4 B,41.0,Poland,diversified,Finance & Investments
2009.0,George Jacob Muthoot,$1.4 B,69.0,India,financial services,Finance & Investments
2010.0,Bhadresh Shah,$1.4 B,70.0,India,engineering,Manufacturing
2011.0,Wang Jian,$1.4 B,68.0,China,healthcare services,Technology
2012.0,Fredrik Österberg,$1.4 B,51.0,Sweden,gambling products,Gambling & Casinos
2013.0,Stewart Butterfield,$1.4 B,49.0,Canada,messaging software,Technology
2014.0,Mark Dixon,$1.4 B,62.0,United Kingdom,office real estate,Real Estate
2015.0,Huang Xiaofen & family,$1.4 B,60.0,China,printed circuit boards,Technology
2016.0,Gary Lauder,$1.4 B,59.0,United States,Estée Lauder,Fashion & Retail
2017.0,George Thomas Muthoot,$1.4 B,71.0,India,financial services,Finance & Investments
2018.0,Shao Jianxiong,$1.4 B,,China,photovoltaics,Energy
2019.0,Werner O. Weber,$1.4 B,83.0,Switzerland,electronic components,Manufacturing
2020.0,Richard Chang,$1.4 B,75.0,Taiwan,"real estate, electronics",Real Estate
2021.0,Du Shuanghua,$1.4 B,57.0,China,steel,Manufacturing
2022.0,Jay-Z,$1.4 B,52.0,United States,Multiple,Media & Entertainment
2023.0,Art Levinson,$1.4 B,72.0,United States,"Genentech, Apple",Diversified
2024.0,Sara George Muthoot,$1.4 B,61.0,India,financial services,Finance & Investments
2025.0,Shu Ping,$1.4 B,52.0,Singapore,restaurants,Food & Beverage
2026.0,Wei Lidong & family,$1.4 B,46.0,China,software,Technology
2027.0,Chen Tianqiao,$1.4 B,48.0,China,online games,Technology
2028.0,Mukand Lal Dua,$1.4 B,73.0,India,footwear,Fashion & Retail
2029.0,Yintai Jiang & family,$1.4 B,71.0,China,auto parts,Automotive
2030.0,Li Li,$1.4 B,58.0,China,pharmaceuticals,Healthcare
2031.0,Marius Nacht,$1.4 B,56.0,Israel,software,Technology
2032.0,Ben Silbermann,$1.4 B,39.0,United States,social media,Media & Entertainment
2033.0,Drorit Wertheim,$1.4 B,66.0,Israel,Coca Cola Israel,Food & Beverage
2034.0,Cheng Antares,$1.4 B,64.0,Hong Kong,liquor,Food & Beverage
2035.0,Fan Minhua,$1.4 B,60.0,China,pharmaceuticals,Healthcare
2036.0,Ramesh Juneja,$1.4 B,66.0,India,pharmaceuticals,Healthcare
2037.0,Scott Lin,$1.4 B,89.0,Taiwan,optical components,Technology
2038.0,Simon Nixon,$1.4 B,54.0,United Kingdom,price comparison website,Technology
2039.0,Sun Qinghuan,$1.4 B,48.0,China,lighting,Technology
2040.0,Eugene Wu,$1.4 B,76.0,Taiwan,finance,Finance & Investments
2041.0,Chin Jong Hwa,$1.4 B,63.0,Taiwan,auto parts,Automotive
2042.0,Hongbo Fang,$1.4 B,55.0,China,home appliances,Manufacturing
2043.0,Scott Kapnick,$1.4 B,63.0,United States,private equity,Finance & Investments
2044.0,Jenny Lindén Urnes,$1.4 B,51.0,Sweden,powdered metal,Manufacturing
2045.0,Stefan Olsson,$1.4 B,73.0,Sweden,diversified,Diversified
2046.0,Denis Sverdlov,$1.4 B,43.0,Russia,electric vehicles,Automotive
2047.0,Wu Xushun & family,$1.4 B,73.0,China,internet,Diversified
2048.0,Binny Bansal,$1.3 B,39.0,India,flipkart,Technology
2049.0,Anna Maria Braun,$1.3 B,43.0,Germany,medical technology,Healthcare
2050.0,Richard Desmond,$1.3 B,70.0,United Kingdom,publishing,Media & Entertainment
2051.0,Jaroslav Hascak & family,$1.3 B,52.0,Slovakia,investments,Finance & Investments
2052.0,Raymond Kwok,$1.3 B,68.0,Hong Kong,real estate,Real Estate
2053.0,Martin Moller Nielsen,$1.3 B,57.0,Denmark,aircraft leasing,Logistics
2054.0,Lily Safra,$1.3 B,87.0,Monaco,banking,Finance & Investments
2055.0,Manny Stul,$1.3 B,72.0,Australia,toys,Manufacturing
2056.0,"Alfred West, Jr.",$1.3 B,79.0,United States,money management,Finance & Investments
2057.0,Zhu Xingliang,$1.3 B,62.0,China,construction,Construction & Engineering
2058.0,Sachin Bansal,$1.3 B,40.0,India,flipkart,Fashion & Retail
2059.0,Edouard Carmignac,$1.3 B,74.0,France,asset management,Finance & Investments
2060.0,Shlomo Eliahu,$1.3 B,86.0,Israel,insurance,Finance & Investments
2061.0,He Zuxun,$1.3 B,56.0,China,pig breeding,Food & Beverage
2062.0,Heikki Kyostila,$1.3 B,76.0,Finland,dental products,Healthcare
2063.0,Neide Helena de Moraes,$1.3 B,67.0,Brazil,diversified,Diversified
2064.0,Richard Saghian,$1.3 B,40.0,United States,fast fashion,Fashion & Retail
2065.0,Rustem Sulteev,$1.3 B,68.0,Russia,"refinery, chemicals",Energy
2066.0,Dan Wilks,$1.3 B,65.0,United States,natural gas,Energy
2067.0,Zhu Yiwen & family,$1.3 B,,China,healthcare,Healthcare
2068.0,Barbara Benetton,$1.3 B,52.0,Italy,"fashion retail, investments",Fashion & Retail
2069.0,Anthony Casalena,$1.3 B,39.0,United States,software,Technology
2070.0,Jose Roberto Ermirio de Moraes,$1.3 B,64.0,Brazil,diversified,Diversified
2071.0,David Hoffmann,$1.3 B,69.0,United States,"executive search, investments",Diversified
2072.0,Lee Ho-jin,$1.3 B,59.0,South Korea,diversified,Diversified
2073.0,Yoshiko Mori,$1.3 B,81.0,Japan,real estate,Real Estate
2074.0,Deniz Sahenk,$1.3 B,76.0,Turkey,diversified,Diversified
2075.0,Sehat Sutardja,$1.3 B,60.0,United States,semiconductors,Technology
2076.0,Farris Wilks,$1.3 B,70.0,United States,natural gas,Energy
2077.0,Zong Yanmin,$1.3 B,,China,Semiconductor materials,Manufacturing
2078.0,Othman Benjelloun & family,$1.3 B,89.0,Morocco,"banking, insurance",Finance & Investments
2079.0,Chang Jing,$1.3 B,39.0,China,technology,Technology
2080.0,Jose Ermirio de Moraes Neto,$1.3 B,69.0,Brazil,diversified,Diversified
2081.0,Francis Holder,$1.3 B,81.0,France,bakeries,Food & Beverage
2082.0,Bernard Lewis & family,$1.3 B,96.0,United Kingdom,fashion retailer,Fashion & Retail
2083.0,Mofatraj Munot,$1.3 B,77.0,India,real estate,Real Estate
2084.0,Thomas Sandell,$1.3 B,61.0,Sweden,hedge funds,Finance & Investments
2085.0,Tony Tan Caktiong,$1.3 B,69.0,Philippines,food,Food & Beverage
2086.0,Gang Xu,$1.3 B,58.0,China,Chemicals,Manufacturing
2087.0,Angela Bennett,$1.3 B,78.0,Australia,mining,Metals & Mining
2088.0,Jeffrey Cheah,$1.3 B,77.0,Malaysia,"property, healthcare",Real Estate
2089.0,David Fattal & family,$1.3 B,64.0,Israel,hotels,Service
2090.0,Hu Rongda & family,$1.3 B,63.0,China,chemicals,Manufacturing
2091.0,Fengluan Li,$1.3 B,60.0,China,"steel, diversified",Diversified
2092.0,Randal Nardone,$1.3 B,66.0,United States,"investments, energy",Finance & Investments
2093.0,Hajime Satomi,$1.3 B,80.0,Japan,"video games, pachinko",Gambling & Casinos
2094.0,Jim Thompson,$1.3 B,82.0,United States,logistics,Logistics
2095.0,Xu Jin,$1.3 B,57.0,China,wine,Food & Beverage
2096.0,Chen Shiliang,$1.3 B,58.0,China,polyester,Manufacturing
2097.0,Marvy Finger,$1.3 B,86.0,United States,real estate,Real Estate
2098.0,Wei Huang,$1.3 B,62.0,China,real estate,Real Estate
2099.0,Hua Li,$1.3 B,44.0,China,financial services,Finance & Investments
2100.0,God Nisanov,$1.3 B,49.0,Russia,real estate,Real Estate
2101.0,James Scapa,$1.3 B,65.0,United States,software,Technology
2102.0,Carmen Thyssen,$1.3 B,78.0,Spain,"investments, art",Manufacturing
2103.0,Tony Xu,$1.3 B,37.0,United States,food delivery service,Technology
2104.0,Yuantai Chen,$1.3 B,54.0,China,batteries,Energy
2105.0,Adam Foroughi,$1.3 B,41.0,United States,mobile games,Media & Entertainment
2106.0,Zarakh Iliev,$1.3 B,55.0,Russia,real estate,Real Estate
2107.0,Li Ruiqiang,$1.3 B,42.0,China,medical services,Healthcare
2108.0,Vadim Novinsky,$1.3 B,58.0,Ukraine,steel,Metals & Mining
2109.0,Paul Sciarra,$1.3 B,41.0,United States,Pinterest,Media & Entertainment
2110.0,August Troendle,$1.3 B,66.0,United States,pharmaceutical services,Healthcare
2111.0,Ye Yanqiao,$1.3 B,52.0,China,soy sauce,Food & Beverage
2112.0,Cheng Xianfeng,$1.3 B,53.0,China,pharmaceuticals,Healthcare
2113.0,Richard Fortin,$1.3 B,73.0,Canada,convinience stores,Fashion & Retail
2114.0,Mitchell Jacobson,$1.3 B,71.0,United States,industrial equipment,Service
2115.0,Lin Zhijun,$1.3 B,46.0,China,medical devices,Healthcare
2116.0,Satyanarayan Nuwal,$1.3 B,69.0,India,industrial explosives,Manufacturing
2117.0,Albert Shigaboutdinov,$1.3 B,69.0,Russia,"refinery, chemicals",Diversified
2118.0,Joop van den Ende,$1.3 B,80.0,Netherlands,TV shows,Media & Entertainment
2119.0,Patrick Zalupski,$1.3 B,41.0,United States,homebuilding,Real Estate
2120.0,Chu Jian,$1.3 B,59.0,China,Manufacturing,Manufacturing
2121.0,Luiz Frias,$1.3 B,58.0,Brazil,mobile payments,Technology
2122.0,Jiang Guiting & family,$1.3 B,63.0,China,manufacturing,Manufacturing
2123.0,Lin Zhixiong & family,$1.3 B,48.0,China,medical devices,Healthcare
2124.0,John Ocampo,$1.3 B,63.0,United States,semiconductors,Technology
2125.0,Nobutoshi Shimamura,$1.3 B,96.0,Japan,retail,Fashion & Retail
2126.0,Sekar Vembu,$1.3 B,50.0,India,business software,Technology
2127.0,Shengda Zan,$1.3 B,59.0,China,diversified,Diversified
2128.0,Alberto Alcocer,$1.3 B,79.0,Spain,investments,Finance & Investments
2129.0,Chua Thian Poh,$1.3 B,73.0,Singapore,real estate,Real Estate
2130.0,Susumu Fujita,$1.3 B,48.0,Japan,internet media,Media & Entertainment
2131.0,Rajeev Juneja,$1.3 B,56.0,India,phamaceuticals,Healthcare
2132.0,Liu Ming Hui,$1.3 B,59.0,China,natural gas distribution,Energy
2133.0,Pan Gang,$1.3 B,51.0,China,dairy,Food & Beverage
2134.0,Ron Sim,$1.3 B,63.0,Singapore,retail,Fashion & Retail
2135.0,Sandro Veronesi & family,$1.3 B,62.0,Italy,fashion,Fashion & Retail
2136.0,Zeng Chaoyi,$1.3 B,53.0,China,aluminum products,Manufacturing
2137.0,Alexandra Andresen,$1.3 B,25.0,Norway,investments,Diversified
2138.0,Alberto Cortina,$1.3 B,76.0,Spain,investments,Finance & Investments
2139.0,Simona Giorgetta,$1.3 B,44.0,Italy,chemical products,Construction & Engineering
2140.0,Peter Kelly,$1.3 B,64.0,United Kingdom,I.T.,Technology
2141.0,Xuejing Liu & family,$1.3 B,71.0,China,"copper, poultry",Diversified
2142.0,Forrest Preston,$1.3 B,89.0,United States,health care,Healthcare
2143.0,Alexander Sixt,$1.3 B,42.0,Germany,car rentals,Automotive
2144.0,Wan Long,$1.3 B,81.0,China,food,Food & Beverage
2145.0,Zhang Guiping & family,$1.3 B,70.0,China,real estate,Real Estate
2146.0,Katharina Andresen,$1.3 B,26.0,Norway,investments,Diversified
2147.0,Sandor Csanyi,$1.3 B,69.0,Hungary,"finance, real estate",Diversified
2148.0,Premchand Godha,$1.3 B,75.0,India,pharmaceuticals,Healthcare
2149.0,Kim Nam-jung,$1.3 B,49.0,South Korea,food,Food & Beverage
2150.0,Lu Yonghua & family,$1.3 B,58.0,China,electronics,Technology
2151.0,Riju Raveendran,$1.3 B,39.0,India,edtech,Technology
2152.0,Konstantin Sixt,$1.3 B,39.0,Germany,car rentals,Automotive
2153.0,Han Wang,$1.3 B,34.0,China,airline,Diversified
2154.0,Peng Zhao,$1.3 B,51.0,China,online recruitment,Service
2155.0,Anant Asavabhokhin,$1.3 B,71.0,Thailand,real estate,Real Estate
2156.0,Anand Deshpande,$1.3 B,59.0,India,technology,Technology
2157.0,Hang Hong,$1.3 B,54.0,China,machinery,Manufacturing
2158.0,Yuri Kovalchuk,$1.3 B,70.0,Russia,"banking, insurance, media",Finance & Investments
2159.0,Frederic Luddy,$1.3 B,67.0,United States,software,Technology
2160.0,P.V. Krishna Reddy,$1.3 B,52.0,India,infrastructure,Construction & Engineering
2161.0,Marco Squinzi,$1.3 B,50.0,Italy,chemical products,Construction & Engineering
2162.0,Wang Qinghua,$1.3 B,56.0,China,electric equipment,Manufacturing
2163.0,Kostyantin Zhevago,$1.3 B,48.0,Ukraine,mining,Metals & Mining
2164.0,Mehmet Aydinlar,$1.3 B,65.0,Turkey,hospitals,Healthcare
2165.0,Oleg Boyko,$1.3 B,57.0,Russia,diversified,Diversified
2166.0,Alfredo Harp Helu & family,$1.3 B,78.0,Mexico,"banking, investments",Finance & Investments
2167.0,Michael Krasny,$1.3 B,68.0,United States,retail,Technology
2168.0,Miao Yongjun,$1.3 B,54.0,China,clinical diagnostics,Healthcare
2169.0,Satish Reddy,$1.3 B,54.0,India,pharmaceuticals,Healthcare
2170.0,Veronica Squinzi,$1.3 B,50.0,Italy,chemical products,Construction & Engineering
2171.0,Pengcheng Wen & family,$1.3 B,59.0,China,agribusiness,Food & Beverage
2172.0,Zhou Mingjie,$1.3 B,64.0,China,lighting installations,Technology
2173.0,Friederike Braun-Luedicke,$1.2 B,38.0,Germany,medical technology,Healthcare
2174.0,Bernd Freier,$1.2 B,65.0,Germany,fashion retail,Fashion & Retail
2175.0,Shanbing Huang & family,$1.2 B,65.0,China,semiconductors,Technology
2176.0,Hartono Kweefanus,$1.2 B,72.0,Indonesia,food manufacturing,Food & Beverage
2177.0,Park Kwan-ho,$1.2 B,50.0,South Korea,online games,Media & Entertainment
2178.0,Leonid Radvinsky,$1.2 B,39.0,United States,e-commerce,Technology
2179.0,Petter Stordalen & family,$1.2 B,59.0,Norway,hotels,Service
2180.0,Jianfeng Wang & family,$1.2 B,52.0,China,auto parts,Automotive
2181.0,Zhang Tianyu,$1.2 B,54.0,China,telecommunications,Telecom
2182.0,Pradip Burman,$1.2 B,79.0,India,consumer goods,Food & Beverage
2183.0,Geng Diangen,$1.2 B,65.0,China,Internet,Technology
2184.0,Huang Shih Tsai,$1.2 B,70.0,Hong Kong,real estate,Real Estate
2185.0,Kwek Leng Peck,$1.2 B,66.0,Singapore,diversified,Diversified
2186.0,George Pedersen,$1.2 B,86.0,United States,defense contractor,Manufacturing
2187.0,Megdet Rahimkulov & family,$1.2 B,76.0,Russia,investments,Finance & Investments
2188.0,Winarko Sulistyo,$1.2 B,76.0,Indonesia,paper and pulp,Manufacturing
2189.0,Wang Jilei,$1.2 B,57.0,China,logistics,Logistics
2190.0,Shusheng Zheng,$1.2 B,56.0,China,telecom,Telecom
2191.0,Cai Hongbin,$1.2 B,,China,pharmaceuticals,Healthcare
2192.0,Dan Gertler,$1.2 B,48.0,Israel,mining,Metals & Mining
2193.0,Huang Wenbiao,$1.2 B,54.0,China,soy sauce,Food & Beverage
2194.0,Kristo Käärmann,$1.2 B,41.0,Estonia,"payments, banking",Finance & Investments
2195.0,David Penaloza Alanis,$1.2 B,48.0,Mexico,toll roads,Construction & Engineering
2196.0,Andrei Rappoport,$1.2 B,58.0,Russia,investments,Finance & Investments
2197.0,Sun Huaiqing & family,$1.2 B,52.0,China,cosmetics,Fashion & Retail
2198.0,Wang Junmin,$1.2 B,53.0,China,pharmaceuticals,Healthcare
2199.0,Sanjay Agarwal,$1.2 B,51.0,India,banking,Finance & Investments
2200.0,Chang Kuo-Cheng,$1.2 B,,Taiwan,Transportation,Logistics
2201.0,David Girouard,$1.2 B,56.0,United States,fintech,Finance & Investments
2202.0,Mohammed Ibrahim,$1.2 B,75.0,United Kingdom,communications,Telecom
2203.0,Guy Laliberté,$1.2 B,62.0,Canada,Cirque du Soleil,Media & Entertainment
2204.0,Stefan Pierer,$1.2 B,65.0,Austria,automotive,Automotive
2205.0,Dasari Uday Kumar Reddy,$1.2 B,54.0,India,cloud communications,Technology
2206.0,Luc Tack,$1.2 B,60.0,Belgium,"textile, chemicals",Manufacturing
2207.0,Wang Kunxiao,$1.2 B,52.0,China,oilfield equipment,Manufacturing
2208.0,Hamad bin Jassim bin Jaber Al Thani,$1.2 B,62.0,Qatar,investments,Finance & Investments
2209.0,Jiancheng Chen,$1.2 B,63.0,China,manufacturing,Manufacturing
2210.0,John Goff,$1.2 B,67.0,United States,real estate,Real Estate
2211.0,Hedda im Brahm-Droege,$1.2 B,67.0,Germany,investments,Finance & Investments
2212.0,Lee Sang-ryul,$1.2 B,60.0,South Korea,chemicals,Manufacturing
2213.0,Murdaya Poo,$1.2 B,81.0,Indonesia,diversified,Diversified
2214.0,Helena Revoredo,$1.2 B,75.0,Spain,security services,Service
2215.0,Lucio Tan,$1.2 B,87.0,Philippines,diversified,Diversified
